"FirstName","LastName","Subject1","Subject2","Subject3","Subject4","Subject5","AverageMarks"
"90cBeSLt3e","lhZnF","34","81","36","26","66","48"
"c6DEqibZCW","25QpZ","0","14","48","36","15","22"
"3SCYSi3oEI","Dx4aF","18","6","13","16","15","13"
"bECAmRgPWW","hRENx","96","4","39","96","4","47"
"XjsLuMgGkx","CZBDT","64","40","34","42","26","41"
"YigGvBNPFG","8gYDN","7","82","27","74","63","50"
"pQMadlBn4M","DVQ6M","78","74","18","12","65","49"
"ohSpIYDLN2","pujaR","86","45","45","8","47","46"
"DtmTY3WVTl","jSycn","89","38","89","37","82","67"
"mjTKvoyjbT","cUFpA","53","16","83","47","57","51"
"375lUN1xXD","bJaWS","41","74","42","63","78","59"
"NAHV9XvEjR","PskNx","81","59","38","68","52","59"
"ohabysAnOi","MYYVo","47","44","1","74","33","39"
"O1YkdBjV8S","2NzC8","50","88","74","49","100","72"
"bnYN5N15v2","8iCJP","16","91","50","98","100","71"
"abPuNv5oPe","YieOE","39","78","80","11","54","52"
"LQJgXUoWP9","dXMgs","15","60","71","81","52","55"
"pkKp2SoSBC","4IzY2","96","24","3","5","1","25"
"Nn3ICNBaxo","zhIaW","32","54","52","0","55","38"
"hWUTxXfzYd","PVQAv","91","97","7","59","1","51"
"zFt095PnuJ","kHQ8z","35","76","41","34","84","54"
"q1ulNu4a9T","cQjAz","45","9","39","76","19","37"
"pP5n9F3Eit","uCWUe","64","86","43","14","6","42"
"mb0kSVtZi1","55Wl6","92","85","45","62","28","62"
"hN4tTr3Qnh","Lmmig","92","76","7","32","21","45"
"iZQL3DsM6t","06Ded","9","84","61","25","22","40"
"gqQGLZMHVV","Eciv3","33","28","39","63","3","33"
"i2rEDfiOJ1","4q6ec","30","43","52","57","79","52"
"zBZLLOL28E","EreFj","4","38","37","33","100","42"
"L8SGQecY3M","RerIg","27","16","90","13","44","38"
"429x6EpxAM","zWXUe","46","83","45","55","84","62"
"jaG26qH8SI","I5g5V","17","44","87","45","46","47"
"PDIFqdsVFL","b7Jd3","74","88","54","90","58","72"
"BJgp2TeVnt","xOFVS","45","72","36","40","59","50"
"W0MShJ3rnF","4cAhs","12","27","14","19","61","26"
"puoQhdaReK","fLBL3","27","3","10","79","58","35"
"ncVrxG2187","iGUUk","32","39","30","41","21","32"
"r58WTLEoVP","yUvQ8","77","53","28","21","52","46"
"ipAvjvJa45","YHDtg","92","58","46","13","61","54"
"dzJTySGbaN","7BXhx","35","40","94","77","80","65"
"q3ezp2Tb9F","dnBUf","53","93","53","8","49","51"
"g74SqJxKHE","aOTzM","79","38","60","16","7","40"
"KStm2XSBfo","WWl6d","28","98","70","65","49","62"
"AHIZ9BgnLH","plIkR","90","67","77","37","63","66"
"zFX2MEf8Ck","gbZ9n","67","22","88","39","10","45"
"O1MVXET0O8","4gdRP","90","93","22","85","90","76"
"IXBOSb9KDS","UTTJK","8","28","65","91","7","39"
"FVPPrpF7yk","xnaEK","89","73","27","92","11","58"
"jAqcegghSh","sXK5S","33","16","21","62","18","30"
"MGY5jFxcgv","zP52Q","97","76","49","96","46","72"
"t9neQrg7Dm","xoR29","10","99","73","39","98","63"
"JDG7Tlnb3H","yUiQt","95","31","45","41","95","61"
"2Cl0sN5qyI","nFQDV","18","12","2","90","88","42"
"0tMdpO2Wdc","HJEia","67","20","52","66","2","41"
"KHPNC68j3d","6H8cf","76","53","46","23","73","54"
"mXVbAfVHcQ","GdaYK","42","100","79","48","75","68"
"VRDzz6IKDi","RRUxf","31","81","58","28","67","53"
"mLsioxP0R0","KSKfH","96","12","68","55","80","62"
"rKAoFbV3dD","yDhOc","70","27","80","67","89","66"
"AZkGLyqCAV","s0yGX","99","50","77","7","85","63"
"jFjmXQXzfl","UmcMT","66","1","13","37","80","39"
"vtGd5A5lTR","EoEaJ","32","38","89","80","98","67"
"ppiLuMBk2h","0bUlV","69","76","91","40","46","64"
"8EWNRRuUtb","0Ji0c","4","89","53","64","16","45"
"br3Ije6sGo","v88uW","2","96","80","99","43","64"
"CRZ7aLX6Gs","LcH8j","15","32","16","96","9","33"
"aePO67g6zB","myIdR","32","61","76","23","38","46"
"QrqEnBoZW1","Z61NI","75","7","95","15","68","52"
"TjyPcUHh6H","AcxRL","7","47","55","31","2","28"
"KUXjy1tWOy","Hbr5G","81","97","92","94","20","76"
"mtB7fy69x0","mtJ66","1","77","11","40","39","33"
"aLF9lenFpU","OueIK","79","17","73","68","89","65"
"4OC6KJ0iy0","N2fsY","98","73","83","15","34","60"
"g8tRsDYru1","pqPN6","93","16","46","61","30","49"
"BRRKd4YjnY","Ih02Z","92","31","44","31","88","57"
"BenYKKBuyx","iG4Wb","76","22","4","70","91","52"
"T4cbWxCmyq","FSFNX","13","99","30","72","70","56"
"28JpMpUUnI","g2EAV","37","50","37","59","68","50"
"V4dWfLC0d6","P1rN9","98","62","10","97","6","54"
"xu03jzSGvH","Njoxx","37","75","13","91","62","55"
"luW4Z6Kb5n","umy3e","36","67","25","33","85","49"
"ibb546pY25","sYb62","42","12","96","69","50","53"
"pNTrtUF8fO","tsgVP","100","19","56","73","31","55"
"P1IbvNcdyt","BOnez","16","67","39","97","33","50"
"ZHS2jTHEeH","roF9j","25","56","5","86","15","37"
"MWyuV1iXZs","tseLp","57","37","66","55","22","47"
"IvkDDX98hf","35xbI","88","71","82","85","71","79"
"SqtfIZ8IT9","SVFcj","15","5","54","62","63","39"
"CHvGEQTdTQ","x4S9g","7","38","35","100","36","43"
"bYyzOAuPve","OA8jd","63","29","54","83","36","53"
"AKv213QGxO","QXhFc","73","80","87","32","67","67"
"lRylz3Qo3h","XMOZS","88","21","23","69","64","53"
"vS4HFjbmxm","QTWAZ","67","41","32","22","59","44"
"VzCMsddNJB","Hf84P","39","90","63","71","4","53"
"h3EZBz0bxD","RCO1Z","29","6","41","42","95","42"
"tJMBLN5UuM","5EoAs","44","67","67","54","45","55"
"ARbMOSM9Ok","B8Ns7","1","48","53","72","0","34"
"s9BaFasQEe","coZ8y","65","51","48","94","88","69"
"dEBx567ft0","EOqK6","21","83","55","65","65","57"
"YBr5JBL4yS","v2uEe","94","44","75","44","13","54"
"W6IlB6iKeT","otCev","80","5","100","81","75","68"
"DbaIvHhBpG","eCLsi","72","60","51","6","64","50"
"9EAoaCWQxB","Igssq","53","1","78","40","60","46"
"tySbSIvAKf","YDDNs","90","21","18","31","71","46"
"AHXh9xv8Pb","kHb8B","58","69","82","50","47","61"
"Dyonf3jiDo","YYMRM","29","87","56","37","29","47"
"KNGiTPB9Ez","VlH5q","12","91","93","90","72","71"
"Nry7OITLv4","Mtb8q","10","78","17","39","81","45"
"qG5xfpgOz3","mCbJ5","97","54","100","52","7","62"
"ar2Ep050MC","dkXJH","95","79","23","95","81","74"
"TaGkYSSHfD","tI49B","33","98","38","95","82","69"
"mP6XSxp3fX","Y7sIC","36","43","2","34","31","29"
"nuUKsF1C8d","vkRJI","44","28","80","37","22","42"
"5SQKC7HXE4","7IdTE","82","34","46","34","31","45"
"74vDuiGDzT","TJV0Y","51","53","32","0","32","33"
"QJNOVDoDvc","lSRnG","76","65","29","23","60","50"
"Q9SKVCBvid","dul6c","21","3","31","96","93","48"
"9qEkBo8a2f","Ska4P","100","33","90","56","2","56"
"LUi5l8EtME","sabbl","83","55","21","93","46","59"
"I5HriTBQXF","j2UyP","78","61","97","92","84","82"
"csq6f1uBxV","FQFom","58","73","65","24","94","62"
"uQBN5X4bnA","Jx1sq","6","76","41","50","58","46"
"ssOz8pTbFZ","VstvH","90","25","26","14","37","38"
"00z6ZusHcZ","Mtt9I","97","7","9","38","88","47"
"PTypRMx0kH","dSadq","50","52","18","39","21","36"
"YK13EPd5Bj","YrMY5","42","80","53","74","3","50"
"h3xNNM3mmn","tfWA9","75","87","16","47","68","58"
"cJoO7vy8pA","UQKNV","45","15","46","46","16","33"
"XxIOITY4T6","OUHhk","55","58","54","2","17","37"
"mgs5zV9yVb","nHtAG","68","95","100","87","37","77"
"ZVj5Hud5n1","Yv0Og","60","18","85","35","99","59"
"4ovHuCbsTK","HbeZ1","91","34","75","45","25","54"
"cRY5glUijq","q0mhu","9","91","59","98","10","53"
"qRkKEaSi1H","rtRjo","86","68","11","99","64","65"
"gLmCvCjGKb","uZZUO","91","20","48","76","81","63"
"Qsv3CoxqkE","FxPpZ","54","49","69","17","37","45"
"Qjv6VYhK9C","znMlo","96","64","19","0","27","41"
"OKPvZDAxVq","727j9","70","21","37","95","55","55"
"Wl5rrmrazf","ait1O","32","70","44","46","49","48"
"a4DkzTQFaB","byJzr","41","4","77","93","58","54"
"HPgOGh42GW","OQ3DE","18","26","97","23","17","36"
"LPnrNVhJmM","qnZGb","72","98","82","66","82","80"
"2f4hjVuKAV","i8H8f","86","78","61","5","48","55"
"vW1FyxYuqX","27qc4","81","18","87","82","91","71"
"2i5vfs8Wik","mxe8S","32","37","75","40","58","48"
"GepZ0AMtWK","ujSc4","38","100","61","13","81","58"
"3R3M1lTP90","IgyfU","99","39","59","27","64","57"
"kcuzbyllRj","tjEeW","92","30","47","10","22","40"
"MGTPtbdzOm","HFvRa","82","34","18","82","65","56"
"G6A4bOeICd","rSrZQ","7","5","49","59","5","25"
"TdWNMNq5ih","tHDMM","91","88","22","5","96","60"
"EM3cxG0tqy","H37s2","59","29","83","81","96","69"
"QmqL4yAVKC","4JR7h","100","53","87","26","83","69"
"Lbl7Z2cS3d","PSe0C","19","81","30","34","6","34"
"6mOXKVmf67","Rs2LP","80","33","13","97","14","47"
"qRYBNa49bZ","KaAKD","48","27","66","33","59","46"
"QY1yLURly2","oDo9h","1","38","77","45","94","51"
"0G5g0VpuoO","O7Clg","90","63","46","76","91","73"
"Mt6pyGIL99","CL7gi","26","17","48","34","78","40"
"iHFvJsonpr","FdyVQ","6","1","84","51","8","30"
"QuOHGTxdUD","Jfd3f","51","8","7","55","86","41"
"sMprdeJPKI","RvRFE","16","42","49","90","21","43"
"JnEJ1fo3sy","pyQz9","63","46","70","76","34","57"
"du0oYRHTdl","kE9k6","22","90","58","44","92","61"
"zQ7EicAsS0","bW1M9","18","12","37","18","51","27"
"8u8LL12K4K","lQC6L","41","13","49","34","86","44"
"jXPX0d61nr","QzkAb","56","34","58","25","63","47"
"kWDRKQCMnR","rQQVQ","69","55","66","88","17","59"
"vJnHrDMp5h","Cs4FO","5","37","33","52","50","35"
"vktHkOiM15","xEkxE","42","30","75","65","8","44"
"zYP2bbEUR6","iSU6p","53","36","26","86","25","45"
"NqAcBHxkA0","6kg1X","92","92","9","43","23","51"
"F3TyWQ7tT1","sW2Wd","74","9","53","87","89","62"
"b1KFV0xrU2","oxef6","85","25","8","99","37","50"
"ZKQc8i5hR0","zJl9W","51","86","56","91","42","65"
"V4OxIvaD2J","EZUMz","99","20","87","21","50","55"
"Ypj9jr05ve","z8aFL","27","48","96","30","77","55"
"7bmk7mSANT","3HbT3","100","31","59","40","64","58"
"z8dJotAG5I","l0Ah9","62","20","15","61","79","47"
"9CdZ0xYel7","4lQ5A","85","6","13","43","70","43"
"Emd59Lvv2G","6JiRP","3","11","58","88","95","51"
"0aviNHF4Cc","UW3ZV","28","73","95","29","26","50"
"AzZHDoGaOQ","mVEXs","91","15","28","46","68","49"
"mOtvOVhBSr","G1hqx","53","79","43","28","21","44"
"0EWitWi0G7","r4eTp","25","93","62","77","32","57"
"bEPvnuBBs7","iL8BC","86","59","11","52","42","50"
"yfYgYcuC3C","tm9Lf","13","99","15","89","24","48"
"5PpAzUfGfk","i3tWb","90","63","39","91","7","58"
"8aJpNFLDzP","bNX40","49","11","90","10","51","42"
"IrT6vXNO1b","1YTBk","91","43","74","62","25","59"
"WqgHj5rWQB","jvOUq","77","89","81","71","14","66"
"Zf6DQiFjsS","Nv1tu","16","23","50","61","91","48"
"k1dhdjICZa","2XdIv","83","55","80","65","8","58"
"WcN0eS9kSe","iuJ6c","23","82","83","82","29","59"
"6WC0RqFVU3","16Goh","80","96","92","84","4","71"
"hUzAtjmC5P","3ZI4b","99","15","27","10","52","40"
"7gbdbIpjde","W4T2x","98","12","42","19","9","36"
"jfpQvUpldB","EAmvI","39","68","12","4","81","40"
"WBRrFVYahl","qNnvR","89","57","85","84","67","76"
"slfK7YGd2E","khVaQ","48","45","51","7","54","41"
"aDvqfc6HzT","1xNPt","8","64","31","87","20","42"
"H8SGvIz3lz","6eYGN","15","58","83","72","35","52"
"G4mtlcNus6","lm11t","36","36","67","72","72","56"
"MiXXLCmEsK","86gmC","62","45","5","75","61","49"
"J2v7svKpeu","O7fSi","48","58","32","2","2","28"
"JCu40sZBC7","t4WGU","58","76","100","65","22","64"
"EBDENtjBAq","n68H4","46","43","58","49","29","45"
"gzMfI3Fnfy","gMZUf","61","47","49","75","62","58"
"ZbzPZNqnjf","gQ56P","11","40","15","16","22","20"
"X9aXylYT5P","RouQF","27","9","18","62","17","26"
"S1FY6HKZRK","IGdty","46","39","8","10","16","23"
"rXaxAQN7DN","BbCGZ","76","85","38","100","59","71"
"0JRl5sW7zc","ZHnvR","98","82","98","41","69","77"
"SXaRTbWUDc","bGWbt","40","79","97","7","97","64"
"PNLbtFQkfO","vvs0P","7","46","70","4","61","37"
"rPjUKczIjr","UAcWC","16","81","58","93","53","60"
"xDH3nhYljO","pYHPS","9","54","67","96","51","55"
"ItfM4eVWPY","6bIbR","87","11","52","55","25","46"
"2gWtpIr1pg","kCXQ5","70","43","44","32","9","39"
"YmA0J5slN9","yCWBn","98","70","91","64","92","83"
"e6RGFczqhi","1qYXh","61","92","24","11","8","39"
"anlHNbXjf2","Rf23s","10","73","15","20","24","28"
"GYJ9Ein9Ks","2C4VE","93","78","70","17","42","60"
"CIZR7NOme8","0jpcc","50","6","94","49","22","44"
"6KknJq5cnm","DSW8F","47","20","83","40","93","56"
"W6qzs5GVEd","pprd0","20","14","95","2","72","40"
"b8HKFhbKOM","MHpTZ","97","49","5","8","83","48"
"XOdZoOpgrB","mh6qE","79","8","25","55","1","33"
"9emBZjrzpQ","JOjTc","5","65","87","8","67","46"
"9Q6NtBBjdH","IkTn1","61","73","18","23","85","52"
"Kem2QWrgP8","ysTvv","26","19","38","61","55","39"
"aUiRmcksqG","TIBs6","17","83","73","49","10","46"
"8cITWq0kUG","IpjHe","54","14","86","85","77","63"
"vcfAeeXL9l","7FFHc","5","86","13","23","30","31"
"YPME5JTBx8","CFlYi","4","92","93","44","25","51"
"g2Suhd5a6R","3N2BY","25","89","23","38","31","41"
"LGfJrpAYKQ","ot4r7","18","82","25","92","37","50"
"vZpqmVZB6D","1q0FK","21","65","41","91","22","48"
"beoieTU75k","J2klJ","10","11","67","25","99","42"
"RUlMRq0ZuT","6TiSS","75","80","48","93","19","63"
"TKQbW74HWz","iPjDZ","22","8","6","31","92","31"
"c0iBGnQGPo","vHt1j","49","78","76","38","50","58"
"7KUROI0kr3","9PoU7","42","40","67","91","5","49"
"FZnxN5WKbg","RYl3M","89","95","23","52","48","61"
"8Kuzqnpgbs","bF2j1","93","74","43","56","90","71"
"aSXLnXXaUk","luXpU","55","92","46","7","83","56"
"au30HCJAHt","lDCA5","16","55","65","37","26","39"
"qUls90eWg7","50nqr","70","13","64","85","46","55"
"xFN4lh0bA5","silNs","4","40","99","46","30","43"
"YK9CVoWmCj","26t1o","98","23","9","34","10","34"
"ZYvD1QlhNk","FKBfZ","38","15","64","93","22","46"
"FWcZyG2rjE","bx97A","72","64","97","28","100","72"
"B8BigRoG9m","OWj4c","48","6","25","37","29","29"
"NbiH7MdPOh","YIJ03","71","54","97","37","67","65"
"H8WT7d7jqu","uOzib","13","54","82","22","0","34"
"I1eHIYMP9a","e5Y4k","71","7","40","72","56","49"
"py7IqkFZve","xN35d","44","1","70","62","54","46"
"BUH14AOzT8","XdfTv","60","50","88","57","84","67"
"o8LXxdkSeB","FadRi","34","39","38","53","79","48"
"IKfPgX7YBp","H16As","72","58","37","36","89","58"
"aO74cYLxir","oeHHk","66","78","90","29","75","67"
"rCh97Z4D47","BzpLV","71","45","58","30","20","44"
"qLjy9iOrZo","2ksib","4","65","67","84","90","62"
"PNGpKkVhJE","82FG1","16","86","77","91","65","67"
"CeCPhaQiQx","3eJh4","24","54","39","20","89","45"
"oKDTJ2CFre","9b6pB","72","29","49","18","35","40"
"KmOXtsnol4","ydSB7","41","3","27","22","82","35"
"ttZpI5P8qY","M5RRv","34","61","83","55","74","61"
"72AmMoq9uJ","M1boL","52","50","58","33","63","51"
"upDvqj2Rp7","i04hy","14","4","21","50","34","24"
"3CqZW3Ftun","nxgNz","6","90","44","0","68","41"
"HMdnmDL0pr","53YEE","85","77","86","58","57","72"
"D1ikdhslff","9P8RA","49","73","30","27","42","44"
"l2cAFj1RZY","cr9rN","66","41","27","41","46","44"
"iDopmSJ3gI","tPKka","26","71","43","18","63","44"
"ycHg0a7Pnn","6RxDD","45","8","59","67","0","35"
"ZNAIiAnW2u","NS2L6","32","98","53","30","81","58"
"RnRiyn16pT","I6X9x","14","0","57","19","86","35"
"E1chnupmgZ","qQ1Cl","39","81","17","64","63","52"
"LvPN3JQYIs","Rb8mU","95","59","47","76","26","60"
"vcF5ybWvgz","3EteF","43","3","71","40","43","40"
"p7fyNlrdGp","HlBGS","87","67","20","19","51","48"
"SfFKfTedut","qnbf6","20","91","88","68","30","59"
"f28P5a5qn8","xJEBB","39","34","48","75","49","49"
"Gj5zLd7F6I","Y9KW6","62","91","19","85","19","55"
"nVrcpJvEhh","vHODK","50","35","89","100","92","73"
"pZcGmaTYRz","PACEr","49","74","98","28","8","51"
"0Otnf00OmD","I7Yke","33","14","94","64","35","48"
"7G6Yq0NSU9","UAFfB","79","62","36","82","14","54"
"23pqrCok2t","M0bu2","13","11","77","9","19","25"
"AI4ZiMGUc5","AFvi1","47","51","96","73","41","61"
"NuiGDbThao","ie9tm","40","45","84","54","15","47"
"QY7zO6q5tI","z0rjE","68","93","77","58","53","69"
"Bq8bM5cZUB","5tDP8","15","74","91","93","94","73"
"EdHFvMdJk1","q3Aml","55","50","58","92","34","57"
"d2bHgExu0a","Ek97f","98","25","15","16","10","32"
"B3Ha5nBPtX","MnKMd","26","45","3","69","60","40"
"YeLrKubW4e","5v5nL","18","43","7","40","42","30"
"YESixybCvF","U26Xe","88","46","98","3","3","47"
"E3vWUTZuYl","jnPmA","15","22","70","15","8","26"
"znyR50qNz5","yDAi7","11","91","83","66","47","59"
"xXE1RYMQ10","vgu6S","82","6","20","67","64","47"
"Z8dEXrqqOQ","2NpLV","20","18","12","100","79","45"
"rWcBsfskV6","XoFWk","75","77","92","86","53","76"
"bN9Mdz37If","W2ILn","36","69","41","81","87","62"
"o5nSn1QXEp","GgRac","46","63","25","55","59","49"
"lautLaWjb0","1SGgf","59","78","16","12","95","52"
"8VMUdhE1pM","TXMdq","70","43","25","3","83","44"
"gJgQP1OcrP","aIJl0","79","50","41","47","87","60"
"14xZ4nRaJj","JvJAF","94","20","63","8","44","45"
"Pq7zvTjxdc","p9XsE","43","24","18","73","24","36"
"Nyn1FIb29Y","UyvcG","40","3","47","91","82","52"
"gH5uKSr03T","voxhD","36","40","14","39","47","35"
"94zWALdJ5j","tHIZx","20","1","6","76","100","40"
"nosRU25JzQ","ncQ35","25","69","78","80","14","53"
"mcgVhDDZJ0","AkoFB","52","34","51","17","87","48"
"Rlr7y4i2BN","yfJmE","97","88","13","59","30","57"
"5WlOcWqzhO","02m2m","85","14","7","94","98","59"
"4BxU44snix","s548V","85","85","6","66","56","59"
"li00KemcLV","RyHsl","76","42","34","44","95","58"
"CDrMGdcLgS","74haa","59","39","21","22","3","28"
"lXXUfSxu2O","M472K","72","31","80","89","59","66"
"YgjpqEZNHt","tGVrI","28","20","53","78","58","47"
"h7iz8Jcbd0","jplZE","95","45","29","53","39","52"
"6EfziyvMlh","Ds5bo","69","81","76","7","94","65"
"DOZRI3jR3v","C7H0Q","23","24","50","99","97","58"
"5XxZ9XB10b","Key4M","10","48","31","44","54","37"
"xADZCNW2oQ","rJpCK","26","28","42","19","58","34"
"Wxh6j4Rjl4","3rMu2","99","42","57","100","23","64"
"8l7pzJU8FG","5JtZD","95","14","40","61","88","59"
"gt189rDyIB","AJ0EU","48","73","27","65","15","45"
"4DgY5koTSL","OPYut","72","45","37","77","34","53"
"k7CROuWz15","k2yrT","46","88","86","91","51","72"
"jzlFlBZZOC","QJh46","75","81","18","16","28","43"
"VKAnQDaWQt","abm6I","60","75","55","86","99","75"
"snkgiFCa9Y","7lyfg","69","99","23","23","25","47"
"EAJvIx7htn","ubaJC","82","57","90","89","97","83"
"Omh1ykpbVa","emfk0","27","72","83","78","17","55"
"2UsEcem3xp","yYjUa","87","11","90","99","94","76"
"Nd3zZVqWlW","bmS0d","88","54","93","16","67","63"
"kLp84J7g5t","0HZEE","8","6","79","71","69","46"
"SBexZyA679","502zD","0","90","18","14","29","30"
"LybIRB9kOR","224KO","47","52","46","15","11","34"
"Qe9RpejXzC","Ucllg","14","39","55","9","72","37"
"VHcqkMj6vU","4H7Jf","72","91","80","48","79","74"
"5Jk2ar61fR","DP989","56","72","74","6","5","42"
"j2c3fnQHIW","TXEO3","74","81","45","83","68","70"
"eYxWRGtZaJ","TKJDd","89","85","27","84","86","74"
"rCKRfniNCK","1PBqQ","85","50","95","77","58","73"
"oYsAG9eXeY","s9DkZ","69","40","18","9","44","36"
"EYKCYk9qml","dcsud","78","21","11","58","13","36"
"PnPqKdcNX7","oorb7","28","37","20","11","61","31"
"TgUJZB1Aru","F6Sjf","100","38","9","82","58","57"
"EY8GqCzopE","URL2D","45","54","28","87","4","43"
"bOA44EaJEJ","d0iKG","2","36","64","30","54","37"
"2XuUvCE96Z","MunQi","100","22","77","21","69","57"
"2FC6EF6I1O","My8cs","93","50","25","24","56","49"
"9QhV27BuZT","jicRG","5","32","39","65","7","29"
"sxRXC8HbGn","GtzBG","97","43","47","12","14","42"
"ogGCcUERYc","6s2sL","83","76","11","96","36","60"
"j7AW2lTtjD","slUV7","8","99","44","79","45","55"
"1XZkXBubD8","Ikdsb","95","71","31","42","58","59"
"RB0md7sZWx","Kq3Go","86","12","40","58","5","40"
"6FB3KbaGSD","xgdIm","82","24","99","66","26","59"
"7SJQ0Sx209","OWDWC","100","84","80","64","30","71"
"pYZ7PdFK5a","kUcBf","55","35","87","23","53","50"
"7PDoJ9Q6cF","8jNLu","56","78","18","65","22","47"
"LcPvZOF3rm","OJjNh","27","41","64","46","33","42"
"bKqYO6RCkj","euxzV","37","15","16","71","99","47"
"zCnaB5DjWa","KFj6Z","18","53","73","19","23","37"
"4Are2mpZ5z","fYxbY","40","23","88","0","44","39"
"7UPftWY69d","k9Kuc","24","42","22","52","27","33"
"gCDL9ChoPW","esgb1","15","28","91","55","10","39"
"HHPTM2KSza","EbzEF","74","68","1","55","48","49"
"3Xl2VJXsqr","8pjrD","15","96","66","11","79","53"
"6hGxVur7nK","vNfgS","93","63","17","74","16","52"
"WMsKhVvX7u","So1X2","20","43","36","19","59","35"
"NY5VtzZ4RD","ckLBb","47","7","10","54","15","26"
"DchmZSl7lL","6tIEH","98","80","51","55","100","76"
"AVXBnskuDT","Gynpr","53","74","13","25","53","43"
"Lc35JnfgEu","rQqtX","4","35","31","64","43","35"
"c464HZQDAm","jY6sT","53","5","30","31","50","33"
"U9trOWRHX1","etU76","59","9","27","15","24","26"
"FEDhaFm6i2","hvzr0","8","76","87","46","52","53"
"yHNk2AJ9nx","bzN27","14","35","26","27","20","24"
"Zpk4bubycA","cXEzz","65","35","59","57","80","59"
"eYl12NodUp","ELMPW","32","38","54","46","93","52"
"KBqABGR3zu","AWDDY","67","36","68","90","72","66"
"YNyOgdfAoU","XSaQe","28","39","64","89","70","58"
"qaCONFaTnq","1Dc7L","55","7","31","30","89","42"
"uLMXGs5ZFo","sgHYC","42","37","0","87","82","49"
"TRYW8xS2PL","DURtN","59","5","81","49","89","56"
"dNzfqqxaIX","YdTFf","50","61","82","73","25","58"
"X8l6dJbncu","KhkMv","57","71","0","29","86","48"
"GzarsQUij0","MTax0","22","71","60","17","25","39"
"75qsMgNSlU","UimCl","100","68","37","81","43","65"
"4ph6zM4CEW","EPKDB","7","80","12","3","35","27"
"fMe3ijTABN","3oHu5","87","78","98","62","77","80"
"6iH3hCubnh","6YtKt","64","84","11","83","68","62"
"0D4LAq2PqQ","YG9vJ","49","82","27","63","77","59"
"2sN10vhjHA","hJKqq","9","44","56","69","78","51"
"4Za4J6bOWR","EGpIk","96","55","24","1","48","44"
"2ZxkOubE4i","TxTIY","37","67","62","51","14","46"
"5EcToom0BK","2oqDI","6","49","64","53","43","43"
"Snd17AJ0Pf","7OxAd","10","58","61","33","14","35"
"WeRfgGfKFe","qVX1Z","86","41","7","18","45","39"
"PW5b3D51zk","DF5TI","61","48","28","44","30","42"
"JKWO1D3uzg","pDAnA","10","76","28","75","8","39"
"6CHUdV2reJ","Ybe3g","29","31","68","55","90","54"
"ElzxssLMW1","2JX8F","43","26","92","95","75","66"
"mfkRdpqYCH","TE3F7","37","48","6","7","29","25"
"HECSfJIL98","NztxJ","76","58","58","8","19","43"
"2Rol3tY9IJ","pD99D","74","12","72","55","71","56"
"HCthIXPVCU","qYrnA","44","56","100","48","96","68"
"lb7Jqj3okD","Ya7Vq","29","62","82","44","8","45"
"egN0tr7yUa","IBmtx","23","62","47","10","78","44"
"Jm44nualcN","uiPEW","26","79","39","99","44","57"
"rymxZLkz0c","L98fd","80","41","20","14","34","37"
"x1yFPeX2lR","zoGyl","13","16","24","93","76","44"
"PWZPeAEfHY","uF6PZ","63","37","88","36","64","57"
"pKBS8t2Iac","WEQ4H","32","21","41","16","35","29"
"j3FGTa1M4r","etdKH","47","35","74","62","87","61"
"WHodsOa5Ql","X5Q4v","69","44","23","70","23","45"
"sZ5oeCzGZ0","Cv1XE","61","7","12","91","76","49"
"Z77LLBhxa2","Yr9tl","49","72","52","40","95","61"
"xdYWcsPsoS","kUWLO","64","13","99","58","53","57"
"dNziAkBndx","fpO8Y","45","31","7","51","91","45"
"Bpe3ls4egc","pf6Uq","57","2","98","84","17","51"
"MIbL3FGv4m","z63aY","95","35","61","87","9","57"
"6o46WFYYvu","WPU36","45","13","17","58","46","35"
"DytRJBgEFO","77las","58","89","3","25","82","51"
"B4HH6QaGV8","jIN7v","72","78","50","14","0","42"
"xIpY7mm8BB","p7HXE","58","62","37","46","77","56"
"h757WcxJ9e","WH9ru","7","88","26","59","40","44"
"o4HPddrkcC","C7MPJ","79","97","89","81","64","82"
"VO3k3Mj6kv","o78Ef","62","60","58","54","98","66"
"ECcf1tqAvS","7Ekql","21","22","24","27","100","38"
"76q1ISudJm","FmRBQ","39","17","57","70","97","56"
"GAqfpZcvHD","yz5Ky","43","71","72","64","20","54"
"M5lZMHODvv","gzs6a","70","84","38","66","1","51"
"zS39l06a7K","lsSKQ","24","30","81","100","54","57"
"IaLF3KmULa","NrNS9","85","30","72","47","25","51"
"OV3DrOOikA","OpLT0","44","94","69","76","92","75"
"qKDQILYeTb","HSy8S","11","60","29","20","48","33"
"t2KyAj5vkN","2VskL","50","54","46","95","70","63"
"ukGJQopIAW","6axUM","6","82","28","46","20","36"
"g3PmIuLq6f","gdsqd","65","83","11","38","63","52"
"76mPvGgkBL","8ddIe","65","33","92","47","38","55"
"92elorCYay","AcbfQ","58","86","61","8","85","59"
"4EBzA5efZ9","Jmri8","60","48","67","39","35","49"
"QPsACdmhK1","NGB0q","80","16","50","94","46","57"
"A8njpMRvXb","c2qLh","2","69","56","79","19","45"
"6ax3E9y2Mj","eIPnl","28","0","6","58","19","22"
"elgq7f7H3V","a3bRx","39","73","82","50","37","56"
"yETQpP66ED","DjLBH","0","92","87","84","6","53"
"1bzrZBoZvm","4PTHp","9","28","69","37","74","43"
